user_genome,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings
RS-all-SRF-180-2000-00-bin-6,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002724845,GCA_002724845.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002724845,97.85,0.9,GCA_002724845.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002724845,97.85,0.9,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000161795.2, s__Synechococcus_C sp000161795, 95.0, 95.38, 0.99; GCF_000012625.1, s__Synechococcus_C sp000012625, 95.0, 93.17, 0.99; GCF_000737595.1, s__Synechococcus_C sp000737595, 95.0, 89.73, 0.98; GCA_003209165.1, s__Synechococcus_C sp003209165, 95.0, 88.89, 0.88; GCF_000195975.1, s__Synechococcus_C sp000195975, 95.0, 80.82, 0.7; GCF_000737575.1, s__Synechococcus_C sp000737575, 95.0, 80.15, 0.68; GCA_003211535.1, s__Synechococcus_C sp003211535, 95.0, 80.05, 0.51; GCA_002691345.1, s__Synechococcus_C sp002691345, 95.0, 79.93, 0.58; GCF_000153825.1, s__Synechococcus_C sp000153825, 95.0, 79.56, 0.53; GCF_000737535.1, s__Synechococcus_C sp000737535, 95.0, 79.37, 0.54; GCA_003210735.1, s__Synechococcus_C sp003210735, 95.0, 79.26, 0.44; GCA_002700765.1, s__Synechococcus_C sp002700765, 95.0, 79.1, 0.41; GCA_002170825.1, s__Synechococcus_C sp002170825, 95.0, 79.09, 0.42; GCF_000153065.1, s__Synechococcus_C sp000153065, 95.0, 79.05, 0.51; GCA_003210795.1, s__Synechococcus_C sp003210795, 95.0, 79.02, 0.44; GCF_000063505.1, s__Synechococcus_C sp000063505, 95.0, 79.0, 0.42; GCF_000153285.1, s__Synechococcus_C sp000153285, 95.0, 78.94, 0.39; GCF_000515235.1, s__Synechococcus_C sp000515235, 95.0, 78.85, 0.53; GCA_002693285.1, s__Synechococcus_C sp002693285, 95.0, 78.75, 0.41; GCA_002172935.1, s__Synechococcus_C sp002172935, 95.0, 78.74, 0.31; GCF_001631935.1, s__Synechococcus_C sp001631935, 95.0, 78.59, 0.38; GCF_000153805.1, s__Synechococcus_C sp000153805, 95.0, 78.48, 0.36; GCF_000012505.1, s__Synechococcus_C sp000012505, 95.0, 78.41, 0.41; GCA_002690325.1, s__Synechococcus_C sp002690325, 95.0, 78.33, 0.41; GCA_002684175.1, s__Synechococcus_C sp002684175, 95.0, 78.32, 0.35; GCA_002698505.1, s__Synechococcus_C sp002698505, 95.0, 78.05, 0.42; GCF_001632165.1, s__Synechococcus_C sp001632165, 95.0, 78.03, 0.37; GCA_003209155.1, s__Synechococcus_C sp003209155, 95.0, 77.89, 0.3; GCA_003211205.1, s__Synechococcus_C sp003211205, 95.0, 77.57, 0.12",47.7,11,,
MS-all-SRF-0-8-5-00-bin-178,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002691345,GCA_002691345.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002691345,98.9,0.86,GCA_002691345.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002691345,98.9,0.86,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002724845.1, s__Synechococcus_C sp002724845, 95.0, 79.85, 0.45; GCF_000737595.1, s__Synechococcus_C sp000737595, 95.0, 79.68, 0.61; GCF_000012625.1, s__Synechococcus_C sp000012625, 95.0, 79.44, 0.64; GCF_000161795.2, s__Synechococcus_C sp000161795, 95.0, 79.42, 0.56; GCF_000195975.1, s__Synechococcus_C sp000195975, 95.0, 79.24, 0.55; GCA_003209165.1, s__Synechococcus_C sp003209165, 95.0, 79.09, 0.46; GCA_002170825.1, s__Synechococcus_C sp002170825, 95.0, 78.56, 0.31; GCF_000737575.1, s__Synechococcus_C sp000737575, 95.0, 78.46, 0.54; GCA_003211535.1, s__Synechococcus_C sp003211535, 95.0, 78.28, 0.39; GCA_002700765.1, s__Synechococcus_C sp002700765, 95.0, 78.18, 0.31; GCF_000515235.1, s__Synechococcus_C sp000515235, 95.0, 78.12, 0.41; GCA_003210795.1, s__Synechococcus_C sp003210795, 95.0, 77.91, 0.15; GCA_003210735.1, s__Synechococcus_C sp003210735, 95.0, 77.77, 0.31; GCF_000737535.1, s__Synechococcus_C sp000737535, 95.0, 77.7, 0.39; GCF_000063505.1, s__Synechococcus_C sp000063505, 95.0, 77.69, 0.32; GCF_000153825.1, s__Synechococcus_C sp000153825, 95.0, 77.58, 0.32; GCF_000153285.1, s__Synechococcus_C sp000153285, 95.0, 77.45, 0.3; GCF_000153805.1, s__Synechococcus_C sp000153805, 95.0, 77.36, 0.32; GCA_002690325.1, s__Synechococcus_C sp002690325, 95.0, 77.27, 0.29; GCF_000153065.1, s__Synechococcus_C sp000153065, 95.0, 77.2, 0.39",46.94,11,,
MS-all-SRF-0-8-5-00-bin-272,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000515235,GCF_000515235.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000515235,98.01,0.94,GCF_000515235.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000515235,98.01,0.94,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000737535.1, s__Synechococcus_C sp000737535, 95.0, 85.41, 0.91; GCF_000195975.1, s__Synechococcus_C sp000195975, 95.0, 78.78, 0.44; GCF_000737575.1, s__Synechococcus_C sp000737575, 95.0, 78.61, 0.5; GCF_000161795.2, s__Synechococcus_C sp000161795, 95.0, 78.58, 0.39; GCA_002724845.1, s__Synechococcus_C sp002724845, 95.0, 78.52, 0.32; GCA_002700765.1, s__Synechococcus_C sp002700765, 95.0, 78.4, 0.33; GCF_000012625.1, s__Synechococcus_C sp000012625, 95.0, 78.2, 0.44; GCF_000737595.1, s__Synechococcus_C sp000737595, 95.0, 78.18, 0.42; GCA_002170825.1, s__Synechococcus_C sp002170825, 95.0, 78.04, 0.3; GCA_002691345.1, s__Synechococcus_C sp002691345, 95.0, 78.04, 0.17; GCA_003209165.1, s__Synechococcus_C sp003209165, 95.0, 78.03, 0.32; GCA_003211535.1, s__Synechococcus_C sp003211535, 95.0, 77.83, 0.17; GCF_000153065.1, s__Synechococcus_C sp000153065, 95.0, 77.44, 0.31; GCF_000153825.1, s__Synechococcus_C sp000153825, 95.0, 76.86, 0.12",47.32,11,,
NAO-all-SRF-0-8-5-00-bin-333,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002700765,GCA_002700765.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002700765,98.29,0.74,GCA_002700765.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002700765,98.29,0.74,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000737575.1, s__Synechococcus_C sp000737575, 95.0, 78.6, 0.44; GCF_000195975.1, s__Synechococcus_C sp000195975, 95.0, 78.36, 0.4; GCA_002724845.1, s__Synechococcus_C sp002724845, 95.0, 77.87, 0.26; GCF_000515235.1, s__Synechococcus_C sp000515235, 95.0, 77.85, 0.42; GCF_000737595.1, s__Synechococcus_C sp000737595, 95.0, 77.8, 0.34; GCF_000737535.1, s__Synechococcus_C sp000737535, 95.0, 77.69, 0.42; GCF_000012625.1, s__Synechococcus_C sp000012625, 95.0, 77.68, 0.34; GCA_002691345.1, s__Synechococcus_C sp002691345, 95.0, 77.55, 0.2; GCF_000161795.2, s__Synechococcus_C sp000161795, 95.0, 77.49, 0.32; GCA_003211535.1, s__Synechococcus_C sp003211535, 95.0, 77.3, 0.19; GCF_000153065.1, s__Synechococcus_C sp000153065, 95.0, 77.2, 0.14",53.53,11,,
NPO-all-SRF-180-2000-00-bin-31,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002687115,GCA_002687115.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002687115,98.54,0.77,GCA_002687115.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002687115,98.54,0.77,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_003209155.1, s__Synechococcus_C sp003209155, 95.0, 85.11, 0.69; GCF_001631935.1, s__Synechococcus_C sp001631935, 95.0, 85.07, 0.92; GCF_001632165.1, s__Synechococcus_C sp001632165, 95.0, 84.93, 0.9; GCA_003211205.1, s__Synechococcus_C sp003211205, 95.0, 84.33, 0.75; GCA_003210775.1, s__Synechococcus_C sp003210775, 95.0, 83.92, 0.68; GCF_000063505.1, s__Synechococcus_C sp000063505, 95.0, 78.02, 0.39; GCA_002693285.1, s__Synechococcus_C sp002693285, 95.0, 77.94, 0.4; GCA_002172935.1, s__Synechococcus_C sp002172935, 95.0, 77.74, 0.32; GCF_000153285.1, s__Synechococcus_C sp000153285, 95.0, 77.57, 0.37; GCF_000153825.1, s__Synechococcus_C sp000153825, 95.0, 77.53, 0.32; GCF_000153065.1, s__Synechococcus_C sp000153065, 95.0, 77.5, 0.36; GCF_000737575.1, s__Synechococcus_C sp000737575, 95.0, 77.32, 0.32; GCF_000195975.1, s__Synechococcus_C sp000195975, 95.0, 77.32, 0.14; GCF_000012625.1, s__Synechococcus_C sp000012625, 95.0, 77.11, 0.13",60.02,11,,
SPO-all-SRF-180-2000-00-bin-45,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002687115,GCA_002687115.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002687115,98.72,0.76,GCA_002687115.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002687115,98.72,0.76,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_003209155.1, s__Synechococcus_C sp003209155, 95.0, 84.83, 0.67; GCF_001632165.1, s__Synechococcus_C sp001632165, 95.0, 84.67, 0.86; GCF_001631935.1, s__Synechococcus_C sp001631935, 95.0, 84.63, 0.9; GCA_003211205.1, s__Synechococcus_C sp003211205, 95.0, 84.34, 0.68; GCA_003210775.1, s__Synechococcus_C sp003210775, 95.0, 83.91, 0.64; GCA_002693285.1, s__Synechococcus_C sp002693285, 95.0, 77.88, 0.38; GCF_000063505.1, s__Synechococcus_C sp000063505, 95.0, 77.8, 0.38; GCA_002724845.1, s__Synechococcus_C sp002724845, 95.0, 77.56, 0.25; GCA_002172935.1, s__Synechococcus_C sp002172935, 95.0, 77.52, 0.29; GCF_000153285.1, s__Synechococcus_C sp000153285, 95.0, 77.34, 0.31; GCF_000153825.1, s__Synechococcus_C sp000153825, 95.0, 77.27, 0.29; GCF_000195975.1, s__Synechococcus_C sp000195975, 95.0, 77.21, 0.16; GCF_000153065.1, s__Synechococcus_C sp000153065, 95.0, 77.19, 0.32; GCF_000737575.1, s__Synechococcus_C sp000737575, 95.0, 77.1, 0.28; GCF_000737595.1, s__Synechococcus_C sp000737595, 95.0, 77.06, 0.15; GCF_000012625.1, s__Synechococcus_C sp000012625, 95.0, 77.0, 0.17",60.02,11,,
SAO-all-DCM-0-8-5-00-bin-593,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp001040845,GCF_001040845.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp001040845,99.1,0.97,GCF_001040845.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp001040845,99.1,0.97,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000014585.1, s__Synechococcus_C sp000014585, 95.0, 92.68, 0.97; GCA_003210315.1, s__Synechococcus_C sp003210315, 95.0, 89.03, 0.56; GCA_003210555.1, s__Synechococcus_C sp003210555, 95.0, 88.84, 0.55; GCA_002500205.1, s__Synechococcus_C sp002500205, 95.0, 88.44, 0.73; GCA_003208775.1, s__Synechococcus_C sp003208775, 95.0, 88.33, 0.54; GCF_000230675.1, s__Synechococcus_C sp000230675, 95.0, 87.26, 0.94; GCA_003210755.1, s__Synechococcus_C sp003210755, 95.0, 80.19, 0.66; GCF_000063505.1, s__Synechococcus_C sp000063505, 95.0, 76.83, 0.28",52.66,11,,
NAO-all-SRF-0-8-5-00-bin-42,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp003210755,GCA_003210755.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp003210755,98.41,0.83,GCA_003210755.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp003210755,98.41,0.83,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002500205.1, s__Synechococcus_C sp002500205, 95.0, 80.11, 0.52; GCA_003208775.1, s__Synechococcus_C sp003208775, 95.0, 80.08, 0.41; GCF_000014585.1, s__Synechococcus_C sp000014585, 95.0, 79.89, 0.67; GCF_000230675.1, s__Synechococcus_C sp000230675, 95.0, 79.8, 0.66; GCF_001040845.1, s__Synechococcus_C sp001040845, 95.0, 79.62, 0.69; GCA_003210555.1, s__Synechococcus_C sp003210555, 95.0, 79.6, 0.41; GCA_003210315.1, s__Synechococcus_C sp003210315, 95.0, 79.56, 0.4",60.89,11,,
NAO-all-DCM-0-8-5-00-bin-2,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp002470305,GCA_002470305.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp002470305,98.07,0.83,GCA_002470305.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp002470305,98.07,0.83,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002168155.1, s__RCC307 sp002168155, 95.0, 81.92, 0.79; GCF_000063525.1, s__RCC307 sp000063525, 95.0, 79.21, 0.6",33.55,11,,
MS-all-SRF-0-8-5-00-bin-340,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp002168155,GCA_002168155.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp002168155,99.35,0.9,GCA_002168155.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp002168155,99.35,0.9,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002470305.1, s__RCC307 sp002470305, 95.0, 81.59, 0.66; GCF_000063525.1, s__RCC307 sp000063525, 95.0, 78.53, 0.47",66.07,11,,
MS-all-DCM-180-2000-00-bin-8,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp000063525,GCF_000063525.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp000063525,98.82,0.99,GCF_000063525.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp000063525,98.82,0.99,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002470305.1, s__RCC307 sp002470305, 95.0, 79.39, 0.58; GCA_002168155.1, s__RCC307 sp002168155, 95.0, 79.24, 0.57",48.35,11,,
MS-all-SRF-0-8-5-00-bin-299,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp000063525,GCF_000063525.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp000063525,98.82,0.97,GCF_000063525.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp000063525,98.82,0.97,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002168155.1, s__RCC307 sp002168155, 95.0, 79.73, 0.47; GCA_002470305.1, s__RCC307 sp002470305, 95.0, 79.41, 0.5",53.47,11,,
SPO-SPSG-SRF-0-8-5-00-bin-33,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,GCF_000025125.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,99.98,0.98,GCF_000025125.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,99.98,0.98,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_000737945.1, s__Atelocyanobacterium thalassa_A, 95.0, 84.31, 0.9",92.08,11,,
SAO-all-SRF-0-8-5-00-bin-155,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,GCF_000025125.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,99.98,1.0,GCF_000025125.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,99.98,1.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_000737945.1, s__Atelocyanobacterium thalassa_A, 95.0, 84.46, 0.89",92.1,11,,
NAO-all-SRF-0-8-5-00-bin-615,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,GCF_000025125.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,99.97,1.0,GCF_000025125.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,99.97,1.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_000737945.1, s__Atelocyanobacterium thalassa_A, 95.0, 84.35, 0.9",92.1,11,,
SAO-all-SRF-180-2000-00-bin-51,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,GCF_000025125.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,99.9,1.0,GCF_000025125.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,99.9,1.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_000737945.1, s__Atelocyanobacterium thalassa_A, 95.0, 84.16, 0.93",81.88,11,,
SAO-all-DCM-0-8-5-00-bin-450,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,GCF_000025125.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,99.92,0.99,GCF_000025125.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_B,99.92,0.99,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_000737945.1, s__Atelocyanobacterium thalassa_A, 95.0, 84.4, 0.89",92.08,11,,
SAO-all-DCM-0-8-5-00-bin-65,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_A,GCA_000737945.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_A,99.54,0.91,GCA_000737945.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__Atelocyanobacterium thalassa_A,99.54,0.91,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000025125.1, s__Atelocyanobacterium thalassa_B, 95.0, 84.02, 0.89",71.13,11,,
